From	Entry	Gene.Names..primary.	ENTREZID
Q07960	Q07960	ARHGAP1	392
Q08117	Q08117	TLE5	166
Q08170	Q08170	SRSF4	6429
Q08174	Q08174	PCDH1	5097
Q08188	Q08188	TGM3	7053
Q08209	Q08209	PPP3CA	5530
Q08211	Q08211	DHX9	1660
Q08257	Q08257	CRYZ	1429
Q08345	Q08345	DDR1	780
Q08357	Q08357	SLC20A2	6575
Q08378	Q08378	GOLGA3	2802
Q08379	Q08379	GOLGA2	2801
Q08380	Q08380	LGALS3BP	3959
Q08426	Q08426	EHHADH	1962
Q08431	Q08431	MFGE8	4240
Q08495	Q08495	DMTN	2039
Q08499	Q08499	PDE4D	5144
Q08554	Q08554	DSC1	1823
Q08623	Q08623	PUDP	8226
Q08722	Q08722	CD47	961
Q08752	Q08752	PPID	5481
Q08830	Q08830	FGL1	2267
Q08945	Q08945	SSRP1	6749
Q08AE8	Q08AE8	SPIRE1	56907
Q08AM6	Q08AM6	VAC14	55697
Q08J23	Q08J23	NSUN2	54888
Q09028	Q09028	RBBP4	5928
Q09161	Q09161	NCBP1	4686
Q09428	Q09428	ABCC8	6833
Q09472	Q09472	EP300	2033
Q09666	Q09666	AHNAK	79026
Q0IIM8	Q0IIM8	TBC1D8B	54885
Q0JRZ9	Q0JRZ9	FCHO2	115548
Q0PNE2	Q0PNE2	ELP6	54859
Q0VAF6	Q0VAF6	SYCN	342898
Q0VDF9	Q0VDF9	HSPA14	51182
Q0VDG4	Q0VDG4	SCRN3	79634
Q0VF96	Q0VF96	CGNL1	84952
Q0VG06	Q0VG06	FAAP100	80233
Q0VGL1	Q0VGL1	LAMTOR4	389541
Q0ZGT2	Q0ZGT2	NEXN	91624
Q10471	Q10471	GALNT2	2590
Q10472	Q10472	GALNT1	2589
Q10567	Q10567	AP1B1	162
Q10570	Q10570	CPSF1	29894
Q10588	Q10588	BST1	683
Q10589	Q10589	BST2	684
Q10713	Q10713	PMPCA	23203
Q11201	Q11201	ST3GAL1	6482
Q12756	Q12756	KIF1A	547
Q12765	Q12765	SCRN1	9805
Q12768	Q12768	WASHC5	9897
Q12769	Q12769	NUP160	23279
Q12774	Q12774	ARHGEF5	7984
Q12788	Q12788	TBL3	10607
Q12789	Q12789	GTF3C1	2975
Q12792	Q12792	TWF1	5756
Q12797	Q12797	ASPH	444
Q12800	Q12800	TFCP2	7024
Q12802	Q12802	AKAP13	11214
Q12805	Q12805	EFEMP1	2202
Q12824	Q12824	SMARCB1	6598
Q12830	Q12830	BPTF	2186
Q12840	Q12840	KIF5A	3798
Q12846	Q12846	STX4	6810
Q12849	Q12849	GRSF1	2926
Q12851	Q12851	MAP4K2	5871
Q12860	Q12860	CNTN1	1272
Q12872	Q12872	SFSWAP	6433
Q12873	Q12873	CHD3	1107
Q12874	Q12874	SF3A3	10946
Q12884	Q12884	FAP	2191
Q12888	Q12888	TP53BP1	7158
Q12891	Q12891	HYAL2	8692
Q12893	Q12893	TMEM115	11070
Q12904	Q12904	AIMP1	9255
Q12905	Q12905	ILF2	3608
Q12906	Q12906	ILF3	3609
Q12907	Q12907	LMAN2	10960
Q12913	Q12913	PTPRJ	5795
Q12929	Q12929	EPS8	2059
Q12931	Q12931	TRAP1	10131
Q12933	Q12933	TRAF2	7186
Q12955	Q12955	ANK3	288
Q12959	Q12959	DLG1	1739
Q12972	Q12972	PPP1R8	5511
Q12974	Q12974	PTP4A2	8073
Q12979	Q12979	ABR	29
Q12981	Q12981	BNIP1	662
Q12996	Q12996	CSTF3	1479
Q13009	Q13009	TIAM1	7074
Q13011	Q13011	ECH1	1891
Q13017	Q13017	ARHGAP5	394
Q13033	Q13033	STRN3	29966
Q13042	Q13042	CDC16	8881
Q13043	Q13043	STK4	6789
Q13045	Q13045	FLII	2314
Q13057	Q13057	COASY	80347
Q13084	Q13084	MRPL28	10573
Q13085	Q13085	ACACA	31
Q13087	Q13087	PDIA2	64714
Q13098	Q13098	GPS1	2873
Q13107	Q13107	USP4	7375
Q13114	Q13114	TRAF3	7187
Q13123	Q13123	IK	3550
Q13126	Q13126	MTAP	4507
Q13131	Q13131	PRKAA1	5562
Q13136	Q13136	PPFIA1	8500
Q13137	Q13137	CALCOCO2	10241
Q13144	Q13144	EIF2B5	8893
Q13148	Q13148	TARDBP	23435
Q13151	Q13151	HNRNPA0	10949
Q13153	Q13153	PAK1	5058
Q13155	Q13155	AIMP2	7965
Q13158	Q13158	FADD	8772
Q13162	Q13162	PRDX4	10549
Q13177	Q13177	PAK2	5062
Q13185	Q13185	CBX3	11335
Q13188	Q13188	STK3	6788
Q13190	Q13190	STX5	6811
Q13200	Q13200	PSMD2	5708
Q13201	Q13201	MMRN1	22915
Q13206	Q13206	DDX10	1662
Q13217	Q13217	DNAJC3	5611
Q13228	Q13228	SELENBP1	8991
Q13232	Q13232	NME3	4832
Q13242	Q13242	SRSF9	8683
Q13243	Q13243	SRSF5	6430
Q13247	Q13247	SRSF6	6431
Q13263	Q13263	TRIM28	10155
Q13277	Q13277	STX3	6809
Q13283	Q13283	G3BP1	10146
Q13287	Q13287	NMI	9111
Q13308	Q13308	PTK7	5754
Q13310	Q13310	PABPC4	8761
Q13315	Q13315	ATM	472
Q13322	Q13322	GRB10	2887
Q13325	Q13325	IFIT5	24138
Q13330	Q13330	MTA1	9112
Q13332	Q13332	PTPRS	5802
Q13347	Q13347	EIF3I	8668
Q13361	Q13361	MFAP5	8076
Q13362	Q13362	PPP2R5C	5527
Q13363	Q13363	CTBP1	1487
Q13367	Q13367	AP3B2	8120
Q13370	Q13370	PDE3B	5140
Q13393	Q13393	PLD1	5337
Q13404	Q13404	UBE2V1	7335
Q13405	Q13405	MRPL49	740
Q13409	Q13409	DYNC1I2	1781
Q13418	Q13418	ILK	3611
Q13423	Q13423	NNT	23530
Q13424	Q13424	SNTA1	6640
Q13425	Q13425	SNTB2	6645
Q13426	Q13426	XRCC4	7518
Q13427	Q13427	PPIG	9360
Q13428	Q13428	TCOF1	6949
Q13435	Q13435	SF3B2	10992
Q13438	Q13438	OS9	10956
Q13439	Q13439	GOLGA4	2803
Q13442	Q13442	PDAP1	11333
Q13445	Q13445	TMED1	11018
Q13449	Q13449	LSAMP	4045
Q13451	Q13451	FKBP5	2289
Q13454	Q13454	TUSC3	7991
Q13459	Q13459	MYO9B	4650
Q13464	Q13464	ROCK1	6093
Q13485	Q13485	SMAD4	4089
Q13490	Q13490	BIRC2	329
Q13492	Q13492	PICALM	8301
Q13501	Q13501	SQSTM1	8878
Q13505	Q13505	MTX1	4580
Q13509	Q13509	TUBB3	10381
Q13510	Q13510	ASAH1	427
Q13522	Q13522	PPP1R1A	5502
Q13523	Q13523	PRP4K	8899
Q13526	Q13526	PIN1	5300
Q13541	Q13541	EIF4EBP1	1978
Q13542	Q13542	EIF4EBP2	1979
Q13546	Q13546	RIPK1	8737
Q13547	Q13547	HDAC1	3065
Q13554	Q13554	CAMK2B	816
Q13555	Q13555	CAMK2G	818
Q13557	Q13557	CAMK2D	817
Q13561	Q13561	DCTN2	10540
Q13564	Q13564	NAE1	8883
Q13572	Q13572	ITPK1	3705
Q13573	Q13573	SNW1	22938
Q13574	Q13574	DGKZ	8525
Q13576	Q13576	IQGAP2	10788
Q13586	Q13586	STIM1	6786
Q13595	Q13595	TRA2A	29896
Q13596	Q13596	SNX1	6642
Q13608	Q13608	PEX6	5190
Q13610	Q13610	PWP1	11137
Q13613	Q13613	MTMR1	8776
Q13615	Q13615	MTMR3	8897
Q13616	Q13616	CUL1	8454
Q13617	Q13617	CUL2	8453
Q13618	Q13618	CUL3	8452
Q13619	Q13619	CUL4A	8451
Q13620	Q13620	CUL4B	8450
Q13627	Q13627	DYRK1A	1859
Q13630	Q13630	GFUS	7264
Q13642	Q13642	FHL1	2273
Q13671	Q13671	RIN1	9610
Q13683	Q13683	ITGA7	3679
Q13685	Q13685	AAMP	14
Q13724	Q13724	MOGS	7841
Q13740	Q13740	ALCAM	214
Q13753	Q13753	LAMC2	3918
Q13769	Q13769	THOC5	8563
Q13796	Q13796	SHROOM2	357
Q13813	Q13813	SPTAN1	6709
Q13822	Q13822	ENPP2	5168
Q13823	Q13823	GNL2	29889
Q13825	Q13825	AUH	549
Q13835	Q13835	PKP1	5317
Q13838	Q13838	DDX39B	7919
Q13867	Q13867	BLMH	642
Q13868	Q13868	EXOSC2	23404
Q13873	Q13873	BMPR2	659
Q13884	Q13884	SNTB1	6641
Q13885	Q13885	TUBB2A	7280
Q13895	Q13895	BYSL	705
Q13907	Q13907	IDI1	3422
Q13938	Q13938	CAPS	828
Q13948	Q13948	CUX1	NA
Q13951	Q13951	CBFB	865
Q13952	Q13952	NFYC	4802
Q13972	Q13972	RASGRF1	5923
Q13976	Q13976	PRKG1	5592
Q14004	Q14004	CDK13	8621
Q14005	Q14005	IL16	3603
Q14008	Q14008	CKAP5	9793
Q14011	Q14011	CIRBP	1153
Q14012	Q14012	CAMK1	8536
Q14019	Q14019	COTL1	23406
Q14061	Q14061	COX17	10063
Q14103	Q14103	HNRNPD	3184
Q14108	Q14108	SCARB2	950
Q14112	Q14112	NID2	22795
Q14118	Q14118	DAG1	1605
Q14126	Q14126	DSG2	1829
Q14137	Q14137	BOP1	23246
Q14139	Q14139	UBE4A	9354
Q14141	Q14141	SEPTIN6	23157
Q14145	Q14145	KEAP1	9817
Q14149	Q14149	MORC3	23515
Q14151	Q14151	SAFB2	9667
Q14152	Q14152	EIF3A	8661
Q14155	Q14155	ARHGEF7	8874
Q14157	Q14157	UBAP2L	9898
Q14160	Q14160	SCRIB	23513
Q14161	Q14161	GIT2	9815
Q14165	Q14165	MLEC	9761
Q14166	Q14166	TTLL12	23170
Q14168	Q14168	MPP2	4355
Q14185	Q14185	DOCK1	1793
Q14194	Q14194	CRMP1	1400
Q14195	Q14195	DPYSL3	1809
Q14197	Q14197	MRPL58	3396
Q14202	Q14202	ZMYM3	9203
Q14203	Q14203	DCTN1	1639
Q14204	Q14204	DYNC1H1	1778
Q14210	Q14210	LY6D	8581
Q14232	Q14232	EIF2B1	1967
Q14240	Q14240	EIF4A2	1974
Q14241	Q14241	ELOA	6924
Q14244	Q14244	MAP7	9053
Q14247	Q14247	CTTN	2017
Q14249	Q14249	ENDOG	2021
Q14254	Q14254	FLOT2	2319
Q14257	Q14257	RCN2	5955
Q14258	Q14258	TRIM25	7706
Q14318	Q14318	FKBP8	23770
Q14320	Q14320	FAM50A	9130
Q14331	Q14331	FRG1	2483
Q14344	Q14344	GNA13	10672
Q14353	Q14353	GAMT	2593
Q14376	Q14376	GALE	2582
Q14432	Q14432	PDE3A	5139
Q14435	Q14435	GALNT3	2591
Q14444	Q14444	CAPRIN1	4076
Q14451	Q14451	GRB7	2886
Q14498	Q14498	RBM39	9584
Q14517	Q14517	FAT1	2195
Q14527	Q14527	HLTF	6596
Q14554	Q14554	PDIA5	10954
Q14558	Q14558	PRPSAP1	5635
Q14562	Q14562	DHX8	1659
Q14566	Q14566	MCM6	4175
Q14571	Q14571	ITPR2	3709
Q14573	Q14573	ITPR3	3710
Q14574	Q14574	DSC3	1825
Q14624	Q14624	ITIH4	3700
Q14643	Q14643	ITPR1	3708
Q14651	Q14651	PLS1	5357
Q14653	Q14653	IRF3	3661
Q14657	Q14657	LAGE3	8270
Q14667	Q14667	BLTP2	9703
Q14669	Q14669	TRIP12	9320
Q14671	Q14671	PUM1	9698
Q14676	Q14676	MDC1	9656
Q14677	Q14677	CLINT1	9685
Q14683	Q14683	SMC1A	8243
Q14684	Q14684	RRP1B	23076
Q14687	Q14687	GSE1	23199
Q14689	Q14689	DIP2A	23181
Q14690	Q14690	PDCD11	22984
Q14692	Q14692	BMS1	9790
Q14693	Q14693	LPIN1	23175
Q14694	Q14694	USP10	9100
Q14696	Q14696	MESD	23184
Q14697	Q14697	GANAB	23193
Q14699	Q14699	RFTN1	23180
Q14728	Q14728	MFSD10	10227
Q14739	Q14739	LBR	3930
Q14746	Q14746	COG2	22796
Q14749	Q14749	GNMT	27232
Q14764	Q14764	MVP	9961
Q14789	Q14789	GOLGB1	2804
Q147X3	Q147X3	NAA30	122830
Q14839	Q14839	CHD4	1108
Q14847	Q14847	LASP1	3927
Q14849	Q14849	STARD3	10948
Q14914	Q14914	PTGR1	22949
Q14919	Q14919	DRAP1	10589
Q14956	Q14956	GPNMB	10457
Q14966	Q14966	ZNF638	27332
Q14974	Q14974	KPNB1	3837
Q14978	Q14978	NOLC1	9221
Q14980	Q14980	NUMA1	4926
Q14997	Q14997	PSME4	23198
Q14999	Q14999	CUL7	9820
Q14BN4	Q14BN4	SLMAP	7871
Q14C86	Q14C86	GAPVD1	26130
Q14CN4	Q14CN4	KRT72	140807
Q14CX7	Q14CX7	NAA25	80018
Q15005	Q15005	SPCS2	9789
Q15006	Q15006	EMC2	9694
Q15007	Q15007	WTAP	9589
Q15008	Q15008	PSMD6	9861
Q15011	Q15011	HERPUD1	9709
Q15013	Q15013	MAD2L1BP	9587
Q15014	Q15014	MORF4L2	9643
Q15018	Q15018	ABRAXAS2	23172
Q15019	Q15019	SEPTIN2	4735
Q15020	Q15020	SART3	9733
Q15029	Q15029	EFTUD2	9343
Q15031	Q15031	LARS2	23395
Q15036	Q15036	SNX17	9784
Q15041	Q15041	ARL6IP1	23204
Q15042	Q15042	RAB3GAP1	22930
Q15043	Q15043	SLC39A14	23516
Q15046	Q15046	KARS1	3735
Q15047	Q15047	SETDB1	9869
Q15048	Q15048	LRRC14	9684
Q15050	Q15050	RRS1	23212
Q15052	Q15052	ARHGEF6	9459
Q15056	Q15056	EIF4H	7458
Q15057	Q15057	ACAP2	23527
Q15059	Q15059	BRD3	8019
Q15061	Q15061	WDR43	23160
Q15063	Q15063	POSTN	10631
Q15067	Q15067	ACOX1	51
Q15070	Q15070	OXA1L	5018
Q15075	Q15075	EEA1	8411
Q15084	Q15084	PDIA6	10130
Q15102	Q15102	PAFAH1B3	5050
Q15111	Q15111	PLCL1	5334
Q15118	Q15118	PDK1	5163
Q15120	Q15120	PDK3	5165
Q15121	Q15121	PEA15	8682
Q15124	Q15124	PGM5	5239
Q15125	Q15125	EBP	10682
Q15126	Q15126	PMVK	10654
Q15147	Q15147	PLCB4	5332
Q15149	Q15149	PLEC	5339
Q15154	Q15154	PCM1	5108
Q15165	Q15165	PON2	5445
Q15170	Q15170	TCEAL1	9338
Q15172	Q15172	PPP2R5A	5525
Q15173	Q15173	PPP2R5B	5526
Q15181	Q15181	PPA1	5464
Q15185	Q15185	PTGES3	10728
Q15223	Q15223	NECTIN1	5818
Q15233	Q15233	NONO	4841
Q15257	Q15257	PTPA	5524
Q15262	Q15262	PTPRK	5796
Q15269	Q15269	PWP2	5822
Q15276	Q15276	RABEP1	9135
Q15286	Q15286	RAB35	11021
Q15287	Q15287	RNPS1	10921
Q15291	Q15291	RBBP5	5929
Q15293	Q15293	RCN1	5954
Q15311	Q15311	RALBP1	10928
Q15334	Q15334	LLGL1	3996
Q15363	Q15363	TMED2	10959
Q15365	Q15365	PCBP1	5093
Q15366	Q15366	PCBP2	5094
Q15369	Q15369	ELOC	6921
Q15370	Q15370	ELOB	6923
Q15382	Q15382	RHEB	6009
Q15386	Q15386	UBE3C	9690
Q15388	Q15388	TOMM20	9804
Q15393	Q15393	SF3B3	23450
Q15404	Q15404	RSU1	6251
Q15417	Q15417	CNN3	1266
Q15418	Q15418	RPS6KA1	6195
Q15424	Q15424	SAFB	6294
Q15427	Q15427	SF3B4	10262
Q15428	Q15428	SF3A2	8175
Q15435	Q15435	PPP1R7	5510
Q15436	Q15436	SEC23A	10484
Q15437	Q15437	SEC23B	10483
Q15438	Q15438	CYTH1	9267
Q15459	Q15459	SF3A1	10291
Q15477	Q15477	SKIC2	6499
Q15517	Q15517	CDSN	1041
Q15526	Q15526	SURF1	6834
Q15527	Q15527	SURF2	6835
Q15532	Q15532	SS18	6760
Q15545	Q15545	TAF7	6879
Q15554	Q15554	TERF2	7014
Q15555	Q15555	MAPRE2	10982
Q15561	Q15561	TEAD4	7004
Q15582	Q15582	TGFBI	7045
Q15599	Q15599	NHERF2	9351
Q15628	Q15628	TRADD	8717
Q15629	Q15629	TRAM1	23471
Q15631	Q15631	TSN	7247
Q15633	Q15633	TARBP2	6895
Q15637	Q15637	SF1	7536
Q15642	Q15642	TRIP10	9322
Q15643	Q15643	TRIP11	9321
Q15648	Q15648	MED1	5469
Q15650	Q15650	TRIP4	9325
Q15651	Q15651	HMGN3	9324
Q15654	Q15654	TRIP6	7205
Q15691	Q15691	MAPRE1	22919
Q15700	Q15700	DLG2	1740
Q15714	Q15714	TSC22D1	8848
Q15717	Q15717	ELAVL1	1994
Q15738	Q15738	NSDHL	50814
Q15746	Q15746	MYLK	4638
Q15750	Q15750	TAB1	10454
Q15751	Q15751	HERC1	8925
Q15773	Q15773	MLF2	8079
Q15785	Q15785	TOMM34	10953
Q15796	Q15796	SMAD2	4087
Q15811	Q15811	ITSN1	6453
Q15813	Q15813	TBCE	6905
Q15814	Q15814	TBCC	6903
Q15828	Q15828	CST6	1474
Q15833	Q15833	STXBP2	6813
Q15836	Q15836	VAMP3	9341
Q15843	Q15843	NEDD8	4738
Q15847	Q15847	ADIRF	10974
Q15904	Q15904	ATP6AP1	537
Q15907	Q15907	RAB11B	9230
Q15942	Q15942	ZYX	7791
Q16134	Q16134	ETFDH	2110
Q16143	Q16143	SNCB	6620
Q16181	Q16181	SEPTIN7	989
Q16186	Q16186	ADRM1	11047
Q16204	Q16204	CCDC6	8030
Q16222	Q16222	UAP1	6675
Q16270	Q16270	IGFBP7	3490
Q16352	Q16352	INA	9118
Q16363	Q16363	LAMA4	3910
Q16394	Q16394	EXT1	2131
Q16401	Q16401	PSMD5	5711
Q16512	Q16512	PKN1	5585
Q16513	Q16513	PKN2	5586
Q16531	Q16531	DDB1	1642
Q16537	Q16537	PPP2R5E	5529
Q16539	Q16539	MAPK14	1432
Q16540	Q16540	MRPL23	6150
Q16543	Q16543	CDC37	11140
Q16555	Q16555	DPYSL2	1808
Q16563	Q16563	SYPL1	6856
Q16576	Q16576	RBBP7	5931
Q16585	Q16585	SGCB	6443
Q16595	Q16595	FXN	2395
Q16602	Q16602	CALCRL	10203
Q16610	Q16610	ECM1	1893
Q16611	Q16611	BAK1	578
Q16623	Q16623	STX1A	6804
Q16625	Q16625	OCLN	100506658
Q16629	Q16629	SRSF7	6432
Q16630	Q16630	CPSF6	11052
Q16637	Q16637	SMN1; SMN2	6606
Q16643	Q16643	DBN1	1627
Q16654	Q16654	PDK4	5166
Q16656	Q16656	NRF1	4899
Q16658	Q16658	FSCN1	6624
Q16666	Q16666	IFI16	3428
Q16698	Q16698	DECR1	1666
Q16706	Q16706	MAN2A1	4124
Q16718	Q16718	NDUFA5	4698
Q16740	Q16740	CLPP	8192
Q16762	Q16762	TST	7263
Q16769	Q16769	QPCT	25797
Q16774	Q16774	GUK1	2987
Q16775	Q16775	HAGH	3029
Q16777	Q16777	H2AC20	8338
Q16795	Q16795	NDUFA9	4704
Q16799	Q16799	RTN1	6252
Q16822	Q16822	PCK2	5106
Q16836	Q16836	HADH	3033
Q16849	Q16849	PTPRN	5798
Q16850	Q16850	CYP51A1	1595
Q16851	Q16851	UGP2	7360
Q16853	Q16853	AOC3	8639
Q16854	Q16854	DGUOK	1716
Q16864	Q16864	ATP6V1F	9296
Q16877	Q16877	PFKFB4	5210
Q16881	Q16881	TXNRD1	7296
Q16890	Q16890	TPD52L1	7164
Q16891	Q16891	IMMT	10989
Q17R31	Q17R31	TATDN3	128387
Q17R89	Q17R89	ARHGAP44	9912
Q17RD7	Q17RD7	SYT16	83851
Q17RN3	Q17RN3	FAM98C	147965
Q17RY0	Q17RY0	CPEB4	80315
Q1KMD3	Q1KMD3	HNRNPUL2	221092
Q1MX18	Q1MX18	INSC	387755
Q27J81	Q27J81	INF2	64423
Q29RF7	Q29RF7	PDS5A	23244
Q2M2I8	Q2M2I8	AAK1	22848
Q2M389	Q2M389	WASHC4	23325
Q2M3D2	Q2M3D2	EXOC3L2	90332
Q2NKQ1	Q2NKQ1	SGSM1	129049
Q2NL82	Q2NL82	TSR1	55720
Q2NL98	Q2NL98	VMAC	400673
Q2PPJ7	Q2PPJ7	RALGAPA2	57186
Q2TAA2	Q2TAA2	IAH1	285148
Q2TAA5	Q2TAA5	ALG11	440138
Q2TAC6	Q2TAC6	KIF19	124602
Q2TAL8	Q2TAL8	QRICH1	54870
Q2TAY7	Q2TAY7	SMU1	55234
Q2TB10	Q2TB10	ZNF800	168850
Q2TB90	Q2TB90	HKDC1	80201
Q2UY09	Q2UY09	COL28A1	340267
Q30154	Q30154	HLA-DRB5	3127
Q32MZ4	Q32MZ4	LRRFIP1	9208
Q32P28	Q32P28	P3H1	64175
Q32P41	Q32P41	TRMT5	57570
Q32P44	Q32P44	EML3	256364
Q3KQU3	Q3KQU3	MAP7D1	55700
Q3KQV9	Q3KQV9	UAP1L1	91373
Q3LXA3	Q3LXA3	TKFC	26007
Q3MHD2	Q3MHD2	LSM12	124801
Q3MIN7	Q3MIN7	RGL3	57139
Q3SXM5	Q3SXM5	HSDL1	83693
Q3SY69	Q3SY69	ALDH1L2	160428
Q3SY84	Q3SY84	KRT71	112802
Q3SYG4	Q3SYG4	BBS9	27241
Q3V6T2	Q3V6T2	CCDC88A	55704
Q3YEC7	Q3YEC7	RABL6	55684
Q3ZCM7	Q3ZCM7	TUBB8	347688
Q3ZCQ3	Q3ZCQ3	FAM174B	400451
Q3ZCQ8	Q3ZCQ8	TIMM50	92609
Q460N5	Q460N5	PARP14	54625
Q49A26	Q49A26	GLYR1	84656
Q49AN0	Q49AN0	CRY2	1408
Q4G0F5	Q4G0F5	VPS26B	112936
Q4G0J3	Q4G0J3	LARP7	51574
Q4G0X4	Q4G0X4	KCTD21	283219
Q4G176	Q4G176	ACSF3	197322
Q4J6C6	Q4J6C6	PREPL	9581
Q4KMP7	Q4KMP7	TBC1D10B	26000
Q4KMQ2	Q4KMQ2	ANO6	196527
Q4KWH8	Q4KWH8	PLCH1	23007
Q4V328	Q4V328	GRIPAP1	56850
Q4V9L6	Q4V9L6	TMEM119	338773
Q4VC31	Q4VC31	MIX23	131076
Q4VCS5	Q4VCS5	AMOT	154796
Q4ZIN3	Q4ZIN3	TMEM259	91304
Q52LJ0	Q52LJ0	FAM98B	283742
Q53EL6	Q53EL6	PDCD4	27250
Q53EP0	Q53EP0	FNDC3B	64778
Q53F19	Q53F19	NCBP3	55421
Q53FT3	Q53FT3	HIKESHI	51501
Q53FZ2	Q53FZ2	ACSM3	6296
Q53GL7	Q53GL7	PARP10	84875
Q53GQ0	Q53GQ0	HSD17B12	51144
Q53GS7	Q53GS7	GLE1	2733
Q53GS9	Q53GS9	USP39	10713
Q53GT1	Q53GT1	KLHL22	84861
Q53H12	Q53H12	AGK	55750
Q53H47	Q53H47	SETMAR	6419
Q53H96	Q53H96	PYCR3	65263
Q53HC9	Q53HC9	EIPR1	7260
Q53LP3	Q53LP3	SOWAHC	65124
Q53R41	Q53R41	FASTKD1	79675
Q53RD9	Q53RD9	FBLN7	129804
Q53RT3	Q53RT3	ASPRV1	151516
Q53S08	Q53S08	RAB6D	150786
Q53S58	Q53S58	TMEM177	80775
Q53SF7	Q53SF7	COBLL1	22837
Q53T59	Q53T59	HS1BP3	64342
Q53TN4	Q53TN4	CYBRD1	79901
Q562E7	Q562E7	WDR81	124997
Q562R1	Q562R1	ACTBL2	345651
Q567U6	Q567U6	CCDC93	54520
Q56P03	Q56P03	EAPP	55837
Q56VL3	Q56VL3	OCIAD2	132299
Q587I9	Q587I9	SFT2D3	84826
Q58FF6	Q58FF6	HSP90AB4P	664618
Q58WW2	Q58WW2	DCAF6	55827
Q59EK9	Q59EK9	RUNDC3A	10900
Q5BJF2	Q5BJF2	TMEM97	27346
Q5BJF6	Q5BJF6	ODF2	4957
Q5BJH2	Q5BJH2	TMEM128	85013
Q5BJH7	Q5BJH7	YIF1B	90522
Q5BKZ1	Q5BKZ1	ZNF326	284695
Q5D862	Q5D862	FLG2	388698
Q5EB52	Q5EB52	MEST	4232
Q5F1R6	Q5F1R6	DNAJC21	134218
Q5GLZ8	Q5GLZ8	HERC4	26091
Q5H8A4	Q5H8A4	PIGG	54872
Q5H9E4	Q5H9E4	SLC25A53	401612
Q5H9J7	Q5H9J7	BEX5	340542
Q5H9L2	Q5H9L2	TCEAL5	340543
Q5H9R4	Q5H9R4	ARMCX4	100131755
Q5H9R7	Q5H9R7	PPP6R3	55291
Q5HYI8	Q5HYI8	RABL3	285282
Q5HYK3	Q5HYK3	COQ5	84274
Q5HYK7	Q5HYK7	SH3D19	152503
Q5J8M3	Q5J8M3	EMC4	51234
Q5JPH6	Q5JPH6	EARS2	124454
Q5JPI3	Q5JPI3	C3orf38	285237
Q5JR59	Q5JR59	MTUS2	23281
Q5JRA6	Q5JRA6	MIA3	375056
Q5JRX3	Q5JRX3	PITRM1	10531
Q5JS37	Q5JS37	NHLRC3	387921
Q5JS54	Q5JS54	PSMG4	389362
Q5JSH3	Q5JSH3	WDR44	54521
Q5JSZ5	Q5JSZ5	PRRC2B	84726
Q5JTD0	Q5JTD0	TJAP1	93643
Q5JTH9	Q5JTH9	RRP12	23223
Q5JTV8	Q5JTV8	TOR1AIP1	26092
Q5JTZ9	Q5JTZ9	AARS2	57505
Q5JU69	Q5JU69	TOR2A	27433
Q5JUX0	Q5JUX0	SPIN3	169981
Q5JVF3	Q5JVF3	PCID2	55795
Q5JVS0	Q5JVS0	HABP4	22927
Q5JWF2	Q5JWF2	GNAS	NA
Q5K4L6	Q5K4L6	SLC27A3	11000
Q5M8T2	Q5M8T2	SLC35D3	340146
Q5MNZ6	Q5MNZ6	WDR45B	56270
Q5NDL2	Q5NDL2	EOGT	285203
Q5PRF9	Q5PRF9	SAMD4B	55095
Q5QJ74	Q5QJ74	TBCEL	219899
Q5QJE6	Q5QJE6	DNTTIP2	30836
Q5R372	Q5R372	RABGAP1L	NA
Q5R3I4	Q5R3I4	TTC38	55020
Q5RI15	Q5RI15	COX20	116228
Q5RKV6	Q5RKV6	EXOSC6	118460
Q5SGD2	Q5SGD2	PPM1L	151742
Q5SNT2	Q5SNT2	TMEM201	199953
Q5SRE5	Q5SRE5	NUP188	23511
Q5SRE7	Q5SRE7	PHYHD1	254295
Q5SRH9	Q5SRH9	TTC39A	22996
Q5SRI9	Q5SRI9	MANEA	79694
Q5SSJ5	Q5SSJ5	HP1BP3	50809
Q5ST30	Q5ST30	VARS2	57176
Q5SW79	Q5SW79	CEP170	9859
Q5SW96	Q5SW96	LDLRAP1	26119
Q5SWX8	Q5SWX8	ODR4	54953
Q5SXH7	Q5SXH7	PLEKHS1	79949
Q5SXM8	Q5SXM8	DNLZ	728489
Q5SY16	Q5SY16	NOL9	79707
Q5SZK8	Q5SZK8	FREM2	341640
Q5SZQ8	Q5SZQ8	CELF3	11189
Q5T013	Q5T013	HYI	81888
Q5T0D9	Q5T0D9	TPRG1L	127262
Q5T0F9	Q5T0F9	CC2D1B	200014
Q5T0N5	Q5T0N5	FNBP1L	54874
Q5T160	Q5T160	RARS2	57038
Q5T1M5	Q5T1M5	FKBP15	23307
Q5T1V6	Q5T1V6	DDX59	83479
Q5T200	Q5T200	ZC3H13	23091
Q5T2E6	Q5T2E6	ARMH3	79591
Q5T2T1	Q5T2T1	MPP7	143098
Q5T2W1	Q5T2W1	PDZK1	5174
Q5T440	Q5T440	IBA57	200205
Q5T447	Q5T447	HECTD3	79654
Q5T4S7	Q5T4S7	UBR4	23352
Q5T5C0	Q5T5C0	STXBP5	134957
Q5T5P2	Q5T5P2	KIAA1217	56243
Q5T5X7	Q5T5X7	BEND3	57673
