From	Entry	Gene.Names..primary.	ENTREZID
Q96J87	Q96J87	CELF6	60677
Q96J92	Q96J92	WNK4	65266
Q96JB2	Q96JB2	COG3	83548
Q96JB5	Q96JB5	CDK5RAP3	80279
Q96JB6	Q96JB6	LOXL4	84171
Q96JC1	Q96JC1	VPS39	23339
Q96JE9	Q96JE9	MAP6	4135
Q96JG6	Q96JG6	VPS50	55610
Q96JH7	Q96JH7	VCPIP1	80124
Q96JJ3	Q96JJ3	ELMO2	63916
Q96JJ7	Q96JJ7	TMX3	54495
Q96JK2	Q96JK2	DCAF5	8816
Q96JM3	Q96JM3	CHAMP1	283489
Q96JP5	Q96JP5	ZFP91	80829
Q96JQ2	Q96JQ2	CLMN	79789
Q96JY6	Q96JY6	PDLIM2	64236
Q96K17	Q96K17	BTF3L4	91408
Q96K19	Q96K19	RNF170	81790
Q96K37	Q96K37	SLC35E1	79939
Q96K49	Q96K49	TMEM87B	84910
Q96K76	Q96K76	USP47	55031
Q96KA5	Q96KA5	CLPTM1L	81037
Q96KC8	Q96KC8	DNAJC1	64215
Q96KG9	Q96KG9	SCYL1	57410
Q96KM6	Q96KM6	ZNF512B	57473
Q96KN1	Q96KN1	LRATD2	157638
Q96KP1	Q96KP1	EXOC2	55770
Q96KP4	Q96KP4	CNDP2	55748
Q96KQ7	Q96KQ7	EHMT2	10919
Q96KR1	Q96KR1	ZFR	51663
Q96L46	Q96L46	CAPNS2	84290
Q96L58	Q96L58	B3GALT6	126792
Q96L91	Q96L91	EP400	57634
Q96L92	Q96L92	SNX27	81609
Q96LA8	Q96LA8	PRMT6	55170
Q96LB3	Q96LB3	IFT74	80173
Q96LD8	Q96LD8	SENP8	123228
Q96LJ7	Q96LJ7	DHRS1	115817
Q96LT7	Q96LT7	C9orf72	203228
Q96M27	Q96M27	PRRC1	133619
Q96M96	Q96M96	FGD4	121512
Q96ME1	Q96ME1	FBXL18	80028
Q96ME7	Q96ME7	ZNF512	84450
Q96MG8	Q96MG8	PCMTD1	115294
Q96MH6	Q96MH6	TMEM68	137695
Q96MM6	Q96MM6	HSPA12B	116835
Q96MU7	Q96MU7	YTHDC1	91746
Q96MW5	Q96MW5	COG8	84342
Q96MX6	Q96MX6	DNAAF10	116143
Q96MZ0	Q96MZ0	GDAP1L1	78997
Q96N16	Q96N16	JAKMIP1	152789
Q96N66	Q96N66	MBOAT7	79143
Q96N67	Q96N67	DOCK7	85440
Q96NB3	Q96NB3	ZNF830	91603
Q96NT0	Q96NT0	VMA22	84317
Q96NU1	Q96NU1	SAMD11	148398
Q96NY7	Q96NY7	CLIC6	54102
Q96P16	Q96P16	RPRD1A	55197
Q96P44	Q96P44	COL21A1	81578
Q96P47	Q96P47	AGAP3	116988
Q96P48	Q96P48	ARAP1	116985
Q96P63	Q96P63	SERPINB12	89777
Q96P70	Q96P70	IPO9	55705
Q96PC3	Q96PC3	AP1S3	130340
Q96PC5	Q96PC5	MIA2	4253
Q96PE2	Q96PE2	ARHGEF17	9828
Q96PE3	Q96PE3	INPP4A	3631
Q96PE7	Q96PE7	MCEE	84693
Q96PK6	Q96PK6	RBM14	10432
Q96PP8	Q96PP8	GBP5	115362
Q96PP9	Q96PP9	GBP4	115361
Q96PU4	Q96PU4	UHRF2	115426
Q96PU5	Q96PU5	NEDD4L	23327
Q96PZ0	Q96PZ0	PUS7	54517
Q96Q05	Q96Q05	TRAPPC9	83696
Q96Q11	Q96Q11	TRNT1	51095
Q96QA5	Q96QA5	GSDMA	284110
Q96QC0	Q96QC0	PPP1R10	5514
Q96QD8	Q96QD8	SLC38A2	54407
Q96QD9	Q96QD9	FYTTD1	84248
Q96QE2	Q96QE2	SLC2A13	114134
Q96QF0	Q96QF0	RAB3IP	117177
Q96QG7	Q96QG7	MTMR9	66036
Q96QK1	Q96QK1	VPS35	55737
Q96QR8	Q96QR8	PURB	5814
Q96QS3	Q96QS3	ARX	170302
Q96QU8	Q96QU8	XPO6	23214
Q96QZ7	Q96QZ7	MAGI1	9223
Q96RE7	Q96RE7	NACC1	112939
Q96RF0	Q96RF0	SNX18	112574
Q96RK0	Q96RK0	CIC	23152
Q96RK4	Q96RK4	BBS4	585
Q96RL7	Q96RL7	VPS13A	23230
Q96RP9	Q96RP9	GFM1	85476
Q96RQ1	Q96RQ1	ERGIC2	51290
Q96RQ3	Q96RQ3	MCCC1	56922
Q96RS0	Q96RS0	TGS1	96764
Q96RS6	Q96RS6	NUDCD1	84955
Q96RT1	Q96RT1	ERBIN	55914
Q96RT7	Q96RT7	TUBGCP6	85378
Q96RU3	Q96RU3	FNBP1	23048
Q96RY7	Q96RY7	IFT140	9742
Q96S15	Q96S15	WDR24	84219
Q96S19	Q96S19	METTL26	84326
Q96S44	Q96S44	TP53RK	112858
Q96S52	Q96S52	PIGS	94005
Q96S55	Q96S55	WRNIP1	56897
Q96S59	Q96S59	RANBP9	10048
Q96S66	Q96S66	CLCC1	23155
Q96S97	Q96S97	MYADM	91663
Q96SB3	Q96SB3	PPP1R9B	84687
Q96SB8	Q96SB8	SMC6	79677
Q96SI9	Q96SI9	STRBP	55342
Q96SK2	Q96SK2	TMEM209	84928
Q96SL4	Q96SL4	GPX7	2882
Q96ST2	Q96ST2	IWS1	55677
Q96ST3	Q96ST3	SIN3A	25942
Q96SU4	Q96SU4	OSBPL9	114883
Q96SW2	Q96SW2	CRBN	51185
Q96SY0	Q96SY0	INTS14	81556
Q96T17	Q96T17	MAP7D2	256714
Q96T23	Q96T23	RSF1	51773
Q96T37	Q96T37	RBM15	64783
Q96T51	Q96T51	RUFY1	80230
Q96T58	Q96T58	SPEN	23013
Q96T60	Q96T60	PNKP	11284
Q96T66	Q96T66	NMNAT3	349565
Q96T76	Q96T76	MMS19	64210
Q96T83	Q96T83	SLC9A7	84679
Q96TA1	Q96TA1	NIBAN2	64855
Q96TA2	Q96TA2	YME1L1	10730
Q96TC7	Q96TC7	RMDN3	55177
Q99259	Q99259	GAD1	2571
Q99417	Q99417	MYCBP	26292
Q99426	Q99426	TBCB	1155
Q99436	Q99436	PSMB7	5695
Q99439	Q99439	CNN2	1265
Q99442	Q99442	SEC62	7095
Q99447	Q99447	PCYT2	5833
Q99459	Q99459	CDC5L	988
Q99460	Q99460	PSMD1	5707
Q99471	Q99471	PFDN5	5204
Q99496	Q99496	RNF2	6045
Q99497	Q99497	PARK7	11315
Q99523	Q99523	SORT1	6272
Q99536	Q99536	VAT1	10493
Q99567	Q99567	NUP88	4927
Q99569	Q99569	PKP4	8502
Q99570	Q99570	PIK3R4	30849
Q99574	Q99574	SERPINI1	5274
Q99575	Q99575	POP1	10940
Q99584	Q99584	S100A13	6284
Q99590	Q99590	SCAF11	9169
Q99598	Q99598	TSNAX	7257
Q99611	Q99611	SEPHS2	22928
Q99613	Q99613	EIF3C	8663
Q99614	Q99614	TTC1	7265
Q99615	Q99615	DNAJC7	7266
Q99622	Q99622	C12orf57	113246
Q99623	Q99623	PHB2	11331
Q99627	Q99627	COPS8	10920
Q99633	Q99633	PRPF18	8559
Q99653	Q99653	CHP1	11261
Q99700	Q99700	ATXN2	6311
Q99707	Q99707	MTR	4548
Q99714	Q99714	HSD17B10	3028
Q99715	Q99715	COL12A1	1303
Q99719	Q99719	SEPTIN5	5413
Q99720	Q99720	SIGMAR1	10280
Q99729	Q99729	HNRNPAB	3182
Q99733	Q99733	NAP1L4	4676
Q99735	Q99735	MGST2	4258
Q99743	Q99743	NPAS2	4862
Q99747	Q99747	NAPG	8774
Q99757	Q99757	TXN2	25828
Q99766	Q99766	DMAC2L	27109
Q99798	Q99798	ACO2	50
Q99805	Q99805	TM9SF2	9375
Q99807	Q99807	COQ7	10229
Q99808	Q99808	SLC29A1	2030
Q99816	Q99816	TSG101	7251
Q99828	Q99828	CIB1	10519
Q99829	Q99829	CPNE1	8904
Q99832	Q99832	CCT7	10574
Q99836	Q99836	MYD88	4615
Q99848	Q99848	EBNA1BP2	10969
Q99873	Q99873	PRMT1	3276
Q99880	Q99880	H2BC13	8340
Q99895	Q99895	CTRC	11330
Q99933	Q99933	BAG1	573
Q99943	Q99943	AGPAT1	10554
Q99959	Q99959	PKP2	5318
Q99961	Q99961	SH3GL1	6455
Q99962	Q99962	SH3GL2	6456
Q99969	Q99969	RARRES2	5919
Q99986	Q99986	VRK1	7443
Q99996	Q99996	AKAP9	10142
Q9BPU9	Q9BPU9	B9D2	80776
Q9BPW8	Q9BPW8	NIPSNAP1	8508
Q9BPX5	Q9BPX5	ARPC5L	81873
Q9BPX6	Q9BPX6	MICU1	10367
Q9BPY8	Q9BPY8	HOPX	84525
Q9BPZ3	Q9BPZ3	PAIP2	51247
Q9BQ04	Q9BQ04	RBM4B	83759
Q9BQ13	Q9BQ13	KCTD14	65987
Q9BQ15	Q9BQ15	NABP2	79035
Q9BQ24	Q9BQ24	ZFYVE21	79038
Q9BQ39	Q9BQ39	DDX50	79009
Q9BQ49	Q9BQ49	SMIM7	79086
Q9BQ52	Q9BQ52	ELAC2	60528
Q9BQ61	Q9BQ61	TRIR	79002
Q9BQ67	Q9BQ67	GRWD1	83743
Q9BQ69	Q9BQ69	MACROD1	28992
Q9BQ70	Q9BQ70	TCF25	22980
Q9BQ95	Q9BQ95	ECSIT	51295
Q9BQA1	Q9BQA1	WDR77	79084
Q9BQA9	Q9BQA9	CYBC1	79415
Q9BQB6	Q9BQB6	VKORC1	79001
Q9BQC3	Q9BQC3	DPH2	1802
Q9BQC6	Q9BQC6	MRPL57	78988
Q9BQE3	Q9BQE3	TUBA1C	84790
Q9BQE4	Q9BQE4	SELENOS	55829
Q9BQE5	Q9BQE5	APOL2	23780
Q9BQG0	Q9BQG0	MYBBP1A	10514
Q9BQG2	Q9BQG2	NUDT12	83594
Q9BQS8	Q9BQS8	FYCO1	79443
Q9BR76	Q9BR76	CORO1B	57175
Q9BRA2	Q9BRA2	TXNDC17	84817
Q9BRB3	Q9BRB3	PIGQ	9091
Q9BRG1	Q9BRG1	VPS25	84313
Q9BRJ2	Q9BRJ2	MRPL45	84311
Q9BRJ6	Q9BRJ6	CHLSN	84310
Q9BRJ7	Q9BRJ7	NUDT16L1	84309
Q9BRK0	Q9BRK0	REEP2	51308
Q9BRK5	Q9BRK5	SDF4	51150
Q9BRP1	Q9BRP1	PDCD2L	84306
Q9BRP8	Q9BRP8	PYM1	84305
Q9BRQ6	Q9BRQ6	CHCHD6	84303
Q9BRQ8	Q9BRQ8	AIFM2	84883
Q9BRR6	Q9BRR6	ADPGK	83440
Q9BRR9	Q9BRR9	ARHGAP9	64333
Q9BRT2	Q9BRT2	UQCC2	84300
Q9BRT3	Q9BRT3	MIEN1	84299
Q9BRX2	Q9BRX2	PELO	53918
Q9BRX8	Q9BRX8	PRXL2A	84293
Q9BRZ2	Q9BRZ2	TRIM56	81844
Q9BS26	Q9BS26	ERP44	23071
Q9BS40	Q9BS40	LXN	56925
Q9BS92	Q9BS92	NIPSNAP3B	55335
Q9BSC4	Q9BSC4	NOL10	79954
Q9BSD7	Q9BSD7	NTPCR	84284
Q9BSF4	Q9BSF4	TIMM29	90580
Q9BSH4	Q9BSH4	TACO1	51204
Q9BSH5	Q9BSH5	HDHD3	81932
Q9BSJ2	Q9BSJ2	TUBGCP2	10844
Q9BSJ8	Q9BSJ8	ESYT1	23344
Q9BSQ5	Q9BSQ5	CCM2	83605
Q9BSR8	Q9BSR8	YIPF4	84272
Q9BSW2	Q9BSW2	CRACR2A	84766
Q9BSW7	Q9BSW7	SYT17	51760
Q9BT09	Q9BT09	CNPY3	10695
Q9BT17	Q9BT17	MTG1	92170
Q9BT22	Q9BT22	ALG1	56052
Q9BT25	Q9BT25	HAUS8	93323
Q9BT30	Q9BT30	ALKBH7	84266
Q9BT67	Q9BT67	NDFIP1	80762
Q9BT73	Q9BT73	PSMG3	84262
Q9BT78	Q9BT78	COPS4	51138
Q9BTA9	Q9BTA9	WAC	51322
Q9BTC0	Q9BTC0	DIDO1	11083
Q9BTD8	Q9BTD8	RBM42	79171
Q9BTE1	Q9BTE1	DCTN5	84516
Q9BTE3	Q9BTE3	MCMBP	79892
Q9BTE6	Q9BTE6	AARSD1	80755
Q9BTT0	Q9BTT0	ANP32E	81611
Q9BTT6	Q9BTT6	LRRC1	55227
Q9BTU6	Q9BTU6	PI4K2A	55361
Q9BTV4	Q9BTV4	TMEM43	79188
Q9BTW9	Q9BTW9	TBCD	6904
Q9BTY2	Q9BTY2	FUCA2	2519
Q9BTZ2	Q9BTZ2	DHRS4	10901
Q9BU23	Q9BU23	LMF2	91289
Q9BU61	Q9BU61	NDUFAF3	25915
Q9BU68	Q9BU68	PRR15L	79170
Q9BU76	Q9BU76	MMTAG2	79169
Q9BUB5	Q9BUB5	MKNK1	8569
Q9BUD6	Q9BUD6	SPON2	10417
Q9BUF5	Q9BUF5	TUBB6	84617
Q9BUH6	Q9BUH6	PAXX	286257
Q9BUJ0	Q9BUJ0	ABHD14A	25864
Q9BUJ2	Q9BUJ2	HNRNPUL1	11100
Q9BUK0	Q9BUK0	CHCHD7	79145
Q9BUL8	Q9BUL8	PDCD10	11235
Q9BUM1	Q9BUM1	G6PC3	92579
Q9BUN8	Q9BUN8	DERL1	79139
Q9BUP3	Q9BUP3	HTATIP2	10553
Q9BUQ8	Q9BUQ8	DDX23	9416
Q9BUR4	Q9BUR4	WRAP53	55135
Q9BUR5	Q9BUR5	APOO	79135
Q9BUT1	Q9BUT1	BDH2	56898
Q9BUW7	Q9BUW7	BBLN	79095
Q9BV19	Q9BV19	C1orf50	79078
Q9BV20	Q9BV20	MRI1	84245
Q9BV23	Q9BV23	ABHD6	57406
Q9BV38	Q9BV38	WDR18	57418
Q9BV40	Q9BV40	VAMP8	8673
Q9BV44	Q9BV44	THUMPD3	25917
Q9BV57	Q9BV57	ADI1	55256
Q9BV73	Q9BV73	CEP250	11190
Q9BV79	Q9BV79	MECR	51102
Q9BV86	Q9BV86	NTMT1	28989
Q9BVA1	Q9BVA1	TUBB2B	347733
Q9BVA6	Q9BVA6	FICD	11153
Q9BVC4	Q9BVC4	MLST8	64223
Q9BVC6	Q9BVC6	TMEM109	79073
Q9BVG4	Q9BVG4	PBDC1	51260
Q9BVG9	Q9BVG9	PTDSS2	81490
Q9BVI4	Q9BVI4	NOC4L	79050
Q9BVJ6	Q9BVJ6	UTP14A	10813
Q9BVJ7	Q9BVJ7	DUSP23	54935
Q9BVK6	Q9BVK6	TMED9	54732
Q9BVL2	Q9BVL2	NUP58	9818
Q9BVL4	Q9BVL4	SELENOO	83642
Q9BVM2	Q9BVM2	DPCD	25911
Q9BVM4	Q9BVM4	GGACT	87769
Q9BVP2	Q9BVP2	GNL3	26354
Q9BVQ7	Q9BVQ7	AFG2B	79029
Q9BVT8	Q9BVT8	TMUB1	83590
Q9BW04	Q9BW04	SARG	79098
Q9BW27	Q9BW27	NUP85	79902
Q9BW30	Q9BW30	TPPP3	51673
Q9BW60	Q9BW60	ELOVL1	64834
Q9BW61	Q9BW61	DDA1	79016
Q9BW62	Q9BW62	KATNAL1	84056
Q9BW72	Q9BW72	HIGD2A	192286
Q9BW85	Q9BW85	YJU2	55702
Q9BW91	Q9BW91	NUDT9	53343
Q9BW92	Q9BW92	TARS2	80222
Q9BWD1	Q9BWD1	ACAT2	39
Q9BWF3	Q9BWF3	RBM4	5936
Q9BWG4	Q9BWG4	SSBP4	170463
Q9BWH2	Q9BWH2	FUNDC2	65991
Q9BWH6	Q9BWH6	RPAP1	26015
Q9BWJ5	Q9BWJ5	SF3B5	83443
Q9BWM7	Q9BWM7	SFXN3	81855
Q9BWQ6	Q9BWQ6	YIPF2	78992
Q9BWS9	Q9BWS9	CHID1	66005
Q9BWU0	Q9BWU0	SLC4A1AP	22950
Q9BX40	Q9BX40	LSM14B	149986
Q9BX59	Q9BX59	TAPBPL	55080
Q9BX63	Q9BX63	BRIP1	83990
Q9BX66	Q9BX66	SORBS1	10580
Q9BX67	Q9BX67	JAM3	83700
Q9BX68	Q9BX68	HINT2	84681
Q9BX97	Q9BX97	PLVAP	83483
Q9BXB5	Q9BXB5	OSBPL10	114884
Q9BXC9	Q9BXC9	BBS2	583
Q9BXF6	Q9BXF6	RAB11FIP5	26056
Q9BXI6	Q9BXI6	TBC1D10A	83874
Q9BXJ8	Q9BXJ8	TMEM120A	83862
Q9BXJ9	Q9BXJ9	NAA15	80155
Q9BXK1	Q9BXK1	KLF16	83855
Q9BXK5	Q9BXK5	BCL2L13	23786
Q9BXM0	Q9BXM0	PRX	57716
Q9BXM9	Q9BXM9	FSD1L	83856
Q9BXN1	Q9BXN1	ASPN	54829
Q9BXN2	Q9BXN2	CLEC7A	64581
Q9BXP2	Q9BXP2	SLC12A9	56996
Q9BXP5	Q9BXP5	SRRT	51593
Q9BXP8	Q9BXP8	PAPPA2	60676
Q9BXR0	Q9BXR0	QTRT1	81890
Q9BXS5	Q9BXS5	AP1M1	8907
Q9BXT2	Q9BXT2	CACNG6	59285
Q9BXV9	Q9BXV9	GON7	84520
Q9BXW7	Q9BXW7	HDHD5	27440
Q9BXY0	Q9BXY0	MAK16	84549
Q9BY32	Q9BY32	ITPA	3704
Q9BY42	Q9BY42	RTF2	51507
Q9BY43	Q9BY43	CHMP4A	29082
Q9BY44	Q9BY44	EIF2A	83939
Q9BY50	Q9BY50	SEC11C	90701
Q9BY67	Q9BY67	CADM1	23705
Q9BY77	Q9BY77	POLDIP3	84271
Q9BYB0	Q9BYB0	SHANK3	85358
Q9BYC5	Q9BYC5	FUT8	2530
Q9BYC8	Q9BYC8	MRPL32	64983
Q9BYC9	Q9BYC9	MRPL20	55052
Q9BYD1	Q9BYD1	MRPL13	28998
Q9BYD2	Q9BYD2	MRPL9	65005
Q9BYD3	Q9BYD3	MRPL4	51073
Q9BYD6	Q9BYD6	MRPL1	65008
Q9BYF1	Q9BYF1	ACE2	59272
Q9BYG3	Q9BYG3	NIFK	84365
Q9BYH1	Q9BYH1	SEZ6L	23544
Q9BYI3	Q9BYI3	HYCC1	84668
Q9BYJ1	Q9BYJ1	ALOXE3	59344
Q9BYJ9	Q9BYJ9	YTHDF1	54915
Q9BYK8	Q9BYK8	HELZ2	85441
Q9BYM8	Q9BYM8	RBCK1	10616
Q9BYN0	Q9BYN0	SRXN1	140809
Q9BYN8	Q9BYN8	MRPS26	64949
Q9BYV8	Q9BYV8	CEP41	95681
Q9BYX7	Q9BYX7	POTEKP	440915
Q9BZ29	Q9BZ29	DOCK9	23348
Q9BZE1	Q9BZE1	MRPL37	51253
Q9BZE4	Q9BZE4	GTPBP4	23560
Q9BZE9	Q9BZE9	ASPSCR1	79058
Q9BZF1	Q9BZF1	OSBPL8	114882
Q9BZF9	Q9BZF9	UACA	55075
Q9BZG1	Q9BZG1	RAB34	83871
Q9BZH6	Q9BZH6	WDR11	55717
Q9BZI7	Q9BZI7	UPF3B	65109
Q9BZJ0	Q9BZJ0	CRNKL1	51340
Q9BZK7	Q9BZK7	TBL1XR1	79718
Q9BZL1	Q9BZL1	UBL5	59286
Q9BZL4	Q9BZL4	PPP1R12C	54776
Q9BZL6	Q9BZL6	PRKD2	25865
Q9BZQ6	Q9BZQ6	EDEM3	80267
Q9BZQ8	Q9BZQ8	NIBAN1	116496
Q9BZV1	Q9BZV1	UBXN6	80700
Q9BZW7	Q9BZW7	TSGA10	80705
Q9BZX2	Q9BZX2	UCK2	7371
Q9BZZ5	Q9BZZ5	API5	8539
Q9C002	Q9C002	NMES1	84419
Q9C005	Q9C005	DPY30	84661
Q9C026	Q9C026	TRIM9	114088
Q9C037	Q9C037	TRIM4	89122
Q9C040	Q9C040	TRIM2	23321
Q9C075	Q9C075	KRT23	25984
Q9C0B0	Q9C0B0	UNK	85451
Q9C0B1	Q9C0B1	FTO	79068
Q9C0B5	Q9C0B5	ZDHHC5	25921
Q9C0C2	Q9C0C2	TNKS1BP1	85456
Q9C0C9	Q9C0C9	UBE2O	63893
Q9C0D9	Q9C0D9	SELENOI	85465
Q9C0E2	Q9C0E2	XPO4	64328
Q9C0E8	Q9C0E8	LNPK	80856
Q9C0F1	Q9C0F1	CEP44	80817
Q9C0H9	Q9C0H9	SRCIN1	80725
Q9C0J8	Q9C0J8	WDR33	55339
Q9GZM5	Q9GZM5	YIPF3	25844
Q9GZM7	Q9GZM7	TINAGL1	64129
Q9GZM8	Q9GZM8	NDEL1	81565
Q9GZN7	Q9GZN7	ROGDI	79641
Q9GZP4	Q9GZP4	PITHD1	57095
Q9GZP9	Q9GZP9	DERL2	51009
Q9GZQ3	Q9GZQ3	COMMD5	28991
Q9GZR7	Q9GZR7	DDX24	57062
Q9GZS3	Q9GZS3	SKIC8	80349
Q9GZT3	Q9GZT3	SLIRP	81892
Q9GZT6	Q9GZT6	CCDC90B	60492
Q9GZT8	Q9GZT8	NIF3L1	60491
Q9GZU1	Q9GZU1	MCOLN1	57192
Q9GZU7	Q9GZU7	CTDSP1	58190
Q9GZU8	Q9GZU8	PSME3IP1	80011
Q9GZY8	Q9GZY8	MFF	56947
Q9GZZ1	Q9GZZ1	NAA50	80218
Q9GZZ9	Q9GZZ9	UBA5	79876
Q9H008	Q9H008	LHPP	64077
Q9H019	Q9H019	MTFR1L	56181
Q9H061	Q9H061	TMEM126A	84233
Q9H074	Q9H074	PAIP1	10605
Q9H078	Q9H078	CLPB	81570
Q9H082	Q9H082	RAB33B	83452
Q9H089	Q9H089	LSG1	55341
Q9H0A0	Q9H0A0	NAT10	55226
Q9H0A8	Q9H0A8	COMMD4	54939
Q9H0B6	Q9H0B6	KLC2	64837
Q9H0C8	Q9H0C8	ILKAP	80895
Q9H0D6	Q9H0D6	XRN2	22803
Q9H0E2	Q9H0E2	TOLLIP	54472
Q9H0E9	Q9H0E9	BRD8	10902
Q9H0F7	Q9H0F7	ARL6	84100
Q9H0H0	Q9H0H0	INTS2	57508
Q9H0J9	Q9H0J9	PARP12	64761
Q9H0L4	Q9H0L4	CSTF2T	23283
Q9H0N5	Q9H0N5	PCBD2	84105
Q9H0P0	Q9H0P0	NT5C3A	51251
Q9H0Q3	Q9H0Q3	FXYD6	53826
Q9H0R4	Q9H0R4	HDHD2	84064
Q9H0S4	Q9H0S4	DDX47	51202
Q9H0U3	Q9H0U3	MAGT1	84061
Q9H0U4	Q9H0U4	RAB1B	81876
Q9H0U6	Q9H0U6	MRPL18	29074
Q9H0V9	Q9H0V9	LMAN2L	81562
Q9H0W8	Q9H0W8	SMG9	56006
Q9H0W9	Q9H0W9	C11orf54	28970
Q9H0X4	Q9H0X4	FAM234A	83986
Q9H115	Q9H115	NAPB	63908
Q9H147	Q9H147	DNTTIP1	116092
Q9H173	Q9H173	SIL1	64374
Q9H1A4	Q9H1A4	ANAPC1	64682
Q9H1B7	Q9H1B7	IRF2BPL	64207
Q9H1C7	Q9H1C7	CYSTM1	84418
Q9H1E1	Q9H1E1	RNASE7	84659
Q9H1E3	Q9H1E3	NUCKS1	64710
Q9H1E5	Q9H1E5	TMX4	56255
Q9H1H9	Q9H1H9	KIF13A	63971
Q9H1I8	Q9H1I8	ASCC2	84164
Q9H1K1	Q9H1K1	ISCU	23479
Q9H1P3	Q9H1P3	OSBPL2	9885
Q9H1V8	Q9H1V8	SLC6A17	388662
Q9H1X3	Q9H1X3	DNAJC25	548645
Q9H1Y0	Q9H1Y0	ATG5	9474
Q9H1Z4	Q9H1Z4	WDR13	64743
Q9H223	Q9H223	EHD4	30844
Q9H254	Q9H254	SPTBN4	57731
Q9H267	Q9H267	VPS33B	26276
Q9H269	Q9H269	VPS16	64601
Q9H270	Q9H270	VPS11	55823
Q9H299	Q9H299	SH3BGRL3	83442
Q9H2C0	Q9H2C0	GAN	8139
Q9H2D6	Q9H2D6	TRIOBP	11078
Q9H2F3	Q9H2F3	HSD3B7	80270
Q9H2G2	Q9H2G2	SLK	9748
Q9H2J4	Q9H2J4	PDCL3	79031
Q9H2K0	Q9H2K0	MTIF3	219402
Q9H2K8	Q9H2K8	TAOK3	51347
Q9H2M9	Q9H2M9	RAB3GAP2	25782
Q9H2P0	Q9H2P0	ADNP	23394
Q9H2U1	Q9H2U1	DHX36	170506
Q9H2U2	Q9H2U2	PPA2	27068
Q9H2V7	Q9H2V7	SPNS1	83985
Q9H2W6	Q9H2W6	MRPL46	26589
Q9H307	Q9H307	PNN	5411
Q9H329	Q9H329	EPB41L4B	54566
Q9H330	Q9H330	TMEM245	23731
Q9H3G5	Q9H3G5	CPVL	54504
Q9H3H3	Q9H3H3	C11orf68	83638
Q9H3H9	Q9H3H9	TCEAL2	140597
Q9H3K6	Q9H3K6	BOLA2; BOLA2B	552900
Q9H3N1	Q9H3N1	TMX1	81542
Q9H3P2	Q9H3P2	NELFA	7469
Q9H3P7	Q9H3P7	ACBD3	64746
Q9H3Q1	Q9H3Q1	CDC42EP4	23580
Q9H3R2	Q9H3R2	MUC13	56667
Q9H3S7	Q9H3S7	PTPN23	25930
Q9H3U1	Q9H3U1	UNC45A	55898
Q9H3U5	Q9H3U5	MFSD1	64747
Q9H3Y8	Q9H3Y8	PPDPF	79144
Q9H3Z4	Q9H3Z4	DNAJC5	80331
Q9H425	Q9H425	C1orf198	84886
Q9H444	Q9H444	CHMP4B	128866
Q9H446	Q9H446	RWDD1	51389
Q9H469	Q9H469	FBXL15	79176
Q9H479	Q9H479	FN3K	64122
Q9H488	Q9H488	POFUT1	23509
Q9H4A3	Q9H4A3	WNK1	65125
Q9H4A4	Q9H4A4	RNPEP	6051
Q9H4A5	Q9H4A5	GOLPH3L	55204
Q9H4A6	Q9H4A6	GOLPH3	64083
Q9H4B0	Q9H4B0	OSGEPL1	64172
Q9H4F8	Q9H4F8	SMOC1	64093
Q9H4G0	Q9H4G0	EPB41L1	2036
Q9H4G4	Q9H4G4	GLIPR2	152007
Q9H4I2	Q9H4I2	ZHX3	23051
Q9H4L7	Q9H4L7	SMARCAD1	56916
Q9H4M9	Q9H4M9	EHD1	10938
Q9H4P4	Q9H4P4	RNF41	10193
Q9H4Z3	Q9H4Z3	PCIF1	63935
Q9H553	Q9H553	ALG2	85365
Q9H583	Q9H583	HEATR1	55127
Q9H5N1	Q9H5N1	RABEP2	79874
Q9H5V8	Q9H5V8	CDCP1	64866
Q9H5X1	Q9H5X1	CIAO2A	84191
Q9H6F5	Q9H6F5	CCDC86	79080
Q9H6H4	Q9H6H4	REEP4	80346
Q9H6K1	Q9H6K1	ILRUN	64771
Q9H6K5	Q9H6K5	PRR36	80164
Q9H6Q4	Q9H6Q4	CIAO3	64428
Q9H6R4	Q9H6R4	NOL6	65083
Q9H6S0	Q9H6S0	YTHDC2	64848
Q9H6S1	Q9H6S1	AZI2	64343
Q9H6S3	Q9H6S3	EPS8L2	64787
Q9H6T3	Q9H6T3	RPAP3	79657
Q9H6U8	Q9H6U8	ALG9	79796
Q9H6V9	Q9H6V9	LDAH	60526
Q9H6W3	Q9H6W3	RIOX1	79697
Q9H6Z4	Q9H6Z4	RANBP3	8498
Q9H773	Q9H773	DCTPP1	79077
Q9H7B2	Q9H7B2	RPF2	84154
Q9H7B4	Q9H7B4	SMYD3	64754
Q9H7C9	Q9H7C9	AAMDC	28971
Q9H7D7	Q9H7D7	WDR26	80232
Q9H7E2	Q9H7E2	TDRD3	81550
Q9H7J1	Q9H7J1	PPP1R3E	90673
Q9H7N4	Q9H7N4	SCAF1	58506
Q9H7Z6	Q9H7Z6	KAT8	84148
Q9H7Z7	Q9H7Z7	PTGES2	80142
Q9H814	Q9H814	PHAX	51808
Q9H832	Q9H832	UBE2Z	65264
Q9H841	Q9H841	NIPAL2	79815
Q9H845	Q9H845	ACAD9	28976
Q9H857	Q9H857	NT5DC2	64943
Q9H8G2	Q9H8G2	CAAP1	79886
Q9H8H2	Q9H8H2	DDX31	64794
